year,month,hou,1000hPa_omega,925hPa_omega,850hPa_omega
2000,1,1,0.00657303333282471,-0.00732705593109131,-0.00266454219818115
2000,1,2,-0.014726996421814,-0.00423953533172607,-0.00510196685791016
2000,1,3,-0.029139518737793,-0.0139895439147949,-0.015914511680603
2000,1,4,0.0180604934692383,0.0575105667114258,0.0829230070114136
2000,1,5,-1.4495849609375e-05,0.0269603729248047,0.023885440826416
2000,1,6,-0.0089500347773234,0.0319458444913228,0.0518208344777425
2000,2,1,0.00754802227020264,0.028560471534729,0.0244354724884033
2000,2,2,-0.0180144548416138,-0.00903940200805664,0.00501036643981934
2000,2,3,-0.00050203800201416,0.0128979444503784,0.0234854936599731
2000,2,4,-0.0173145055770874,-0.0129145622253418,-0.00595200061798096
2000,2,5,-0.0154770135879517,0.0073728084564209,0.00948545932769775
2000,2,6,-0.0130175650119781,0.0033729076385498,0.0222792029380798
2000,3,1,-0.013852071762085,-0.00996453762054443,-0.01182701587677
2000,3,2,-0.0115395069122314,-0.00411455631256104,0.00101051330566406
2000,3,3,-0.0213145017623901,-0.00742712020874023,0.00476040840148926
2000,3,4,0.0140480995178223,0.0380980491638184,0.0511980295181274
2000,3,5,-0.0195520162582397,-0.0168894529342651,-0.00553956031799316
2000,3,6,0.0165917277336121,0.0141646862030029,0.0122376481691996
2000,4,1,-0.00681455135345459,0.0170730113983154,0.0245604515075684
2000,4,2,-0.000789451599121094,0.00771048069000244,0.0214730739593506
2000,4,3,0.000823044776916504,-0.01332688331604,-0.027177095413208
2000,4,4,0.008510422706604,0.0281855821609497,0.0247479200363159
2000,4,5,-0.0150269746780396,-0.0175395250320435,-0.00846452713012695
2000,4,6,0.00487301349639893,0.022460412979126,0.0447605133056641
2000,5,1,-0.00113949775695801,-0.0166894435882568,-0.0120020627975464
2000,5,2,0.00434801578521729,0.0335604906082153,0.0556729078292847
2000,5,3,-0.00257697105407715,0.00743553638458252,0.010660457611084
2000,5,4,-0.00650196075439453,0.00723562240600586,0.0232355117797852
2000,5,5,-0.00821461677551269,-0.00023953914642334,-0.00973951816558838
2000,5,6,-0.00277294715245565,0.0126334230105082,0.0185500979423523
