year,month,hou,1000hPa_omega,925hPa_omega,850hPa_omega
2000,1,1,-0.0366020202636719,-0.0384520292282104,-0.0288269996643066
2000,1,2,-0.0686270952224732,-0.074039626121521,-0.077564525604248
2000,1,3,-0.0770395994186401,-0.0831395387649536,-0.0691519975662231
2000,1,4,-0.0875144720077515,-0.0898396015167236,-0.107989501953125
2000,1,5,-0.0722520112991333,-0.0728020191192627,-0.0931768417358398
2000,1,6,-0.100074927012126,-0.102658271789551,-0.113699932893117
2000,2,1,-0.0991394996643066,-0.107764410972595,-0.10708954334259
2000,2,2,-0.0847270011901855,-0.0845770359039307,-0.0912519693374634
2000,2,3,-0.0868271589279175,-0.087226939201355,-0.0839771270751953
2000,2,4,-0.0797644853591919,-0.0775644540786743,-0.0827144384384155
2000,2,5,-0.0995896100997925,-0.102801918983459,-0.120851993560791
2000,2,6,-0.0755801200866699,-0.0810019373893738,-0.0915020704269409
2000,3,1,-0.0595144748687744,-0.0649895429611206,-0.054364538192749
2000,3,2,-0.086452054977417,-0.0954520225524902,-0.123177051544189
2000,3,3,-0.0411394357681274,-0.0471646070480347,-0.0512894630432129
2000,3,4,-0.0491019248962402,-0.0601020574569702,-0.0781020402908325
2000,3,5,-0.059764575958252,-0.0622145891189575,-0.087201976776123
2000,3,6,-0.0570124586423238,-0.0505541563034058,-0.0298249324162801
2000,4,1,-0.0344646215438843,-0.0398395776748657,-0.0637018918991089
2000,4,2,-0.0789394378662109,-0.0903020858764648,-0.115501999855042
2000,4,3,-0.0486645460128784,-0.0453646183013916,-0.0466894626617432
2000,4,4,-0.0521894693374634,-0.0546770811080933,-0.0421519994735718
2000,4,5,-0.0553270578384399,-0.058351993560791,-0.0468270540237427
2000,4,6,-0.0771520137786865,-0.0813645601272583,-0.075664496421814
2000,5,1,-0.0372271060943603,-0.0423645734786987,-0.0523021697998047
2000,5,2,-0.0460144281387329,-0.051952052116394,-0.0489019870758057
2000,5,3,-0.0297269582748413,-0.0359519481658936,-0.0325644493103027
2000,5,4,0.00093541145324707,-0.00656442642211914,-0.0287770986557007
2000,5,5,-0.0589895009994507,-0.0688020944595337,-0.0536771535873413
2000,5,6,-0.0758874615033468,-0.0811375180880229,-0.0848040779431661
2000,6,1,-0.0486020088195801,-0.060039496421814,-0.0496269702911377
2000,6,2,-0.0733770847320557,-0.0728270053863525,-0.0529894828796387
2000,6,3,-0.0814521789550781,-0.0866269588470459,-0.105227041244507
2000,6,4,-0.0580020904541016,-0.064927077293396,-0.0769019842147827
2000,6,5,-0.0548020362854004,-0.0631519317626953,-0.0386770725250244
2000,6,6,-0.0577144384384155,-0.0663770198822022,-0.056439471244812
2000,7,1,-0.0557644605636597,-0.0586894989013672,-0.0526020050048828
2000,7,2,-0.0233770370483398,-0.0255770921707153,-0.039702033996582
2000,7,3,-0.0467019081115723,-0.0624145746231079,-0.079252028465271
2000,7,4,-0.0119271278381348,-0.0178395748138428,-0.00671446323394775
2000,7,5,-0.0588269710540772,-0.0670520544052124,-0.0579894781112671
2000,7,6,-0.0262416203816732,-0.0281479159990946,-0.0191374818483988
2000,8,1,-0.032477068901062,-0.0330144882202148,-0.0267269372940063
2000,8,2,-0.0597771406173706,-0.0598270416259766,-0.0489145994186401
2000,8,3,-0.0279144763946533,-0.0286145925521851,-0.01182701587677
2000,8,4,-0.0463393926620483,-0.0495519876480103,-0.0502395391464233
2000,8,5,0.00473544597625732,0.000197911262512207,-0.0169645547866821
2000,8,6,-0.0169396599133809,-0.0249290466308594,-0.0442832708358765
2000,9,1,-0.0389894723892212,-0.0450020313262939,-0.0638644456863403
2000,9,2,-0.0433396100997925,-0.04633948802948,-0.0772145748138428
2000,9,3,-0.00713953971862793,-0.00578958988189697,-0.0256270408630371
2000,9,4,-0.0358896732330322,-0.044564414024353,-0.0479145526885986
2000,9,5,-0.0423020839691162,-0.0523894548416138,-0.0292894840240479
2000,9,6,-0.0563519716262817,-0.0640894651412964,-0.0561395406723022
2000,10,1,-0.0553644895553589,-0.0593895673751831,-0.06508948802948
2000,10,2,-0.0321645736694336,-0.0324519872665405,-0.0189395189285278
2000,10,3,-0.0128144979476929,-0.0139394760131836,-0.0364145517349243
2000,10,4,-0.0291394948959351,-0.0417021512985229,-0.0575895071029663
2000,10,5,-0.0804645776748657,-0.0862644910812378,-0.0789394378662109
2000,10,6,-0.0344082713127136,-0.0431270400683085,-0.0539290904998779
2000,11,1,-0.0166020154953003,-0.0284019708633423,-0.0207895278930664
2000,11,2,-0.0571771383285522,-0.0575395107269287,-0.0596020460128784
2000,11,3,-0.0871020317077637,-0.0873145580291748,-0.0829519987106323
2000,11,4,-0.0845895528793335,-0.084214448928833,-0.0865645885467529
2000,11,5,-0.0735769987106323,-0.0759520769119263,-0.0588521242141724
2000,11,6,-0.104464507102966,-0.108451986312866,-0.124214482307434
2000,12,1,-0.0776270389556885,-0.0819770097732544,-0.0958019971847534
2000,12,2,-0.0966895341873169,-0.10396454334259,-0.108776998519897
2000,12,3,-0.0966019153594971,-0.0933894634246826,-0.104676985740662
2000,12,4,-0.0910145998001099,-0.0938520431518555,-0.0970520496368408
2000,12,5,-0.0530020475387573,-0.054852032661438,-0.0478520631790161
2000,12,6,-0.0851687391599019,-0.0889187057813009,-0.09092911084493
2001,1,1,-0.0960894584655762,-0.105289602279663,-0.112289643287659
2001,1,2,-0.0892145872116089,-0.0900770664215088,-0.105139517784119
2001,1,3,-0.0995270729064941,-0.0943645715713501,-0.108764553070068
2001,1,4,-0.0997020244598389,-0.0994770526885986,-0.0918396234512329
2001,1,5,-0.0598645210266113,-0.0588270902633667,-0.0623770236968994
2001,1,6,-0.0913144548734029,-0.0883978207906087,-0.108595788478851
2001,2,1,-0.065889573097229,-0.063176965713501,-0.0668644666671753
2001,2,2,-0.0736145734786987,-0.0712269783020019,-0.0882145881652832
2001,2,3,-0.0984270334243774,-0.103501987457275,-0.110826992988586
2001,2,4,-0.0922895431518555,-0.0914019823074341,-0.0756894826889038
2001,2,5,-0.0399394273757935,-0.0404520273208618,-0.0552520513534546
2001,2,6,-0.0715854962666829,-0.0716479619344075,-0.0717729330062866
2001,3,1,-0.0815520763397217,-0.077327036857605,-0.0726144552230835
2001,3,2,-0.0855145931243897,-0.0897644996643066,-0.109776997566223
2001,3,3,-0.0518895864486694,-0.0538520336151123,-0.0372270107269287
2001,3,4,-0.0669521331787109,-0.0695894241333008,-0.067577075958252
2001,3,5,-0.0378520727157593,-0.0332894563674927,-0.0202896118164063
2001,3,6,-0.0651166637738546,-0.0649604002634684,-0.0717623631159465
2001,4,1,-0.0723395586013794,-0.0735521078109741,-0.0724269866943359
2001,4,2,-0.0381644725799561,-0.0343519449234009,-0.0267145872116089
2001,4,3,-0.0770519971847534,-0.0703020334243774,-0.0652146100997925
2001,4,4,-0.0452396154403687,-0.0401769399642944,-0.0210270404815674
2001,4,5,-0.0656145095825195,-0.0706270456314087,-0.0957146406173706
2001,4,6,-0.0512521028518677,-0.0540645599365234,-0.0476768732070923
2001,5,1,-0.070464563369751,-0.0744645833969116,-0.0584520101547241
2001,5,2,-0.0457520484924316,-0.048477029800415,-0.0435895442962646
2001,5,3,0.0101355075836182,0.00744795799255371,-0.0106519937515259
2001,5,4,-0.0442771434783936,-0.0467270374298096,-0.0631018877029419
2001,5,5,-0.04790198802948,-0.0517519474029541,-0.0555395126342773
2001,5,6,-0.0725748737653096,-0.07907501856486,-0.118668635686239
2001,6,1,-0.0780270338058472,-0.0841270923614502,-0.091389536857605
2001,6,2,-0.0327769756317139,-0.0367269992828369,-0.0246395587921143
2001,6,3,-0.0206145524978638,-0.0224644899368286,-0.0118769645690918
2001,6,4,-0.0593145608901978,-0.0639146089553833,-0.0515020847320557
2001,6,5,-0.00565207004547119,-0.0138395547866821,-0.0351395845413208
2001,6,6,-0.0506395578384399,-0.0642146587371826,-0.0692895889282227
2001,7,1,-0.0140644550323486,-0.0238645076751709,-0.0684646129608154
2001,7,2,-0.0188894987106323,-0.0245020389556885,-0.0295020341873169
2001,7,3,-0.0375645637512207,-0.0354020118713379,-0.02647705078125
2001,7,4,-0.0308895111083984,-0.0331270933151245,-0.0175770282745361
2001,7,5,-0.0442770481109619,-0.0580271244049072,-0.0650645256042481
2001,7,6,-0.0361687541007996,-0.0427936712900798,-0.0359707077344259
2001,8,1,-0.0266769170761108,-0.0342894792556763,-0.0610894918441772
2001,8,2,-0.0187770366668701,-0.019452166557312,-0.0197521209716797
2001,8,3,-0.0383520841598511,-0.0465644598007202,-0.0746020555496216
2001,8,4,-0.0436020851135254,-0.0419396877288818,-0.0412019729614258
2001,8,5,-0.0124770641326904,-0.00790200233459473,-0.00610198974609375
2001,8,6,-0.000574886798858643,-0.00083539883295695,-0.0260957479476929
2001,9,1,-0.0141520261764526,-0.0255395412445068,-0.0437270879745483
2001,9,2,-0.0292645215988159,-0.0319644689559937,-0.0498270273208618
2001,9,3,-0.0307521104812622,-0.0345144271850586,-0.0407895565032959
2001,9,4,-0.014902138710022,-0.0154645681381226,-0.0224270343780518
2001,9,5,-0.00951454639434814,-0.0131645202636719,-0.0326020240783691
2001,9,6,-0.014802074432373,-0.0192394018173218,-0.0397144079208374
2001,10,1,-0.0376770257949829,-0.044627046585083,-0.0498394012451172
2001,10,2,-0.026014518737793,-0.0307269811630249,-0.0361520528793335
2001,10,3,-0.0581770658493042,-0.0590519666671753,-0.0464646100997925
2001,10,4,-0.0614144802093506,-0.0629894256591797,-0.0617894649505615
2001,10,5,-0.0522895574569702,-0.0626020193099976,-0.0653770446777344
2001,10,6,-0.0471166372299194,-0.0558771292368571,-0.0544707973798116
2001,11,1,-0.0727770566940308,-0.076002049446106,-0.0814770936965942
2001,11,2,-0.0608771324157715,-0.065789532661438,-0.0654020309448242
2001,11,3,-0.0126396417617798,-0.0116520881652832,0.00759787559509277
