year,month,hou,1000hPa_omega,925hPa_omega,850hPa_omega
2000,1,1,-0.0361145257949829,-0.0526771306991577,-0.0547770977020264
2000,1,2,-0.025039529800415,-0.0529895305633545,-0.0851645946502686
2000,1,3,-0.0304395437240601,-0.0427145004272461,-0.0588270425796509
2000,1,4,-0.0261770725250244,0.00742297172546387,0.035185432434082
2000,1,5,0.00166051387786865,-0.00920200347900391,-0.0382520437240601
2000,1,6,-0.0303250749905904,-0.00499161084493001,0.0119667847951253
2000,2,1,-0.0238145351409912,0.00484800338745117,0.0100854873657227
2000,2,2,-0.022177004814148,-0.00448954105377197,0.00334794521331787
2000,2,3,-0.0204269647598267,-0.0132645606994629,-0.00743949413299561
2000,2,4,-0.0230271339416504,-0.013627028465271,-0.0306395530700684
2000,2,5,-0.0202145099639893,0.000572943687438965,0.00592296123504639
2000,2,6,-0.0125489234924316,0.0231073498725891,0.0414667725563049
2000,3,1,-0.00802690982818604,0.00309796333312988,-0.00187704563140869
2000,3,2,0.00911045074462891,0.0215355396270752,0.0213855743408203
2000,3,3,-0.0089646577835083,0.00316042900085449,0.00262296199798584
2000,3,4,0.0038604736328125,0.0122730731964111,-6.44683837890625e-05
2000,3,5,-0.0333394527435303,-0.0265019178390503,-0.019239616394043
2000,3,6,-0.0145124594370524,0.00318543116251628,0.0256125728289286
2000,4,1,-0.0465520620346069,-0.0464395999908447,-0.0435771465301514
2000,4,2,-0.00847704410552979,0.00309796333312988,0.00131044387817383
2000,4,3,-0.0250895261764526,-0.00812697410583496,-0.00592706203460693
2000,4,4,-0.0166645526885986,-0.0111395597457886,-0.00777695178985596
2000,4,5,-0.0136770486831665,0.0027604341506958,-0.0199770212173462
2000,4,6,-0.0119019746780396,6.05344772338867e-05,-0.00373961925506592
2000,5,1,-0.00702693462371826,0.00908553600311279,0.0171855211257935
2000,5,2,-0.0232520341873169,-0.0206144571304321,-0.0242770910263062
2000,5,3,-0.00641446113586426,-0.0179146289825439,-0.026127028465271
2000,5,4,-0.0116519212722778,0.00622303485870361,0.0224104642868042
2000,5,5,0.0139605045318604,0.00492303371429443,-0.0246770620346069
2000,5,6,0.00482086340586344,0.00278959671656291,-0.0154082973798116
2000,6,1,-0.00793948173522949,-0.0157894611358643,-0.0263145685195923
2000,6,2,-0.00235199928283691,-0.00622704029083252,-0.0419019937515259
2000,6,3,0.0218103885650635,0.0314730405807495,0.0326355218887329
2000,6,4,-0.00133945941925049,-0.00698952674865723,-0.0198895692825317
2000,6,5,-0.000101971626281738,0.00683538913726807,-0.0177021741867065
2000,6,6,0.00836038589477539,0.0228729724884033,0.0260479211807251
2000,7,1,0.00692293643951416,0.0102979421615601,0.00067288875579834
2000,7,2,0.00501041412353516,0.00341050624847412,-0.00697693824768066
2000,7,3,0.0284479379653931,0.0478354454040527,0.0520979881286621
2000,7,4,0.011847972869873,0.0162479162216187,-0.00363965034484863
2000,7,5,0.00749795436859131,0.022197961807251,0.0213355302810669
2000,7,6,0.00771669546763102,-0.00754364331563314,-0.0204500357309977
2000,8,1,0.0188228845596313,-0.00247704982757568,-0.0304521322250366
2000,8,2,0.00439791679382324,-0.00321452617645264,-0.00753941535949707
2000,8,3,-0.00575211048126221,-0.0272019624710083,-0.0434145212173462
