year,month,hou,1000hPa_omega,925hPa_omega,850hPa_omega
2000,1,1,-0.0514145374298096,-0.0374144792556763,-0.02022705078125
2000,1,2,-0.0550521612167358,-0.0660645008087158,-0.0514770030975342
2000,1,3,-0.0472894906997681,-0.0860268831253052,-0.0869894504547119
2000,1,4,-0.0292019844055176,-0.0542395353317261,-0.0514269828796387
2000,1,5,-0.0380271434783936,-0.0446395874023438,-0.0322644472122192
2000,1,6,-0.00537699460983276,-4.36107317606608e-05,-0.00088737408320109
2000,2,1,-0.0265395164489746,-0.00903952121734619,0.0196230173110962
2000,2,2,-0.014001989364624,-0.00423955917358398,0.0143730640411377
2000,2,3,-0.0509895086288452,-0.0509520530700684,-0.0283646106719971
2000,2,4,-0.0555145263671875,-0.0731520175933838,-0.0588520765304565
2000,2,5,-0.0428395509719849,-0.0768270254135132,-0.0966020107269287
2000,2,6,0.00890436768531799,0.0213260650634766,0.0172792077064514
2000,3,1,-0.0374521970748901,-0.0252645015716553,-0.0113394260406494
2000,3,2,-0.0548394918441772,-0.0857144117355347,-0.0893770933151245
2000,3,3,-0.0246769428253174,-0.056052041053772,-0.0539269208908081
2000,3,4,-0.0521645069122314,-0.0935270309448242,-0.0933645725250244
2000,3,5,-0.0349020004272461,-0.037264609336853,-0.026352071762085
2000,3,6,-0.0316479206085205,-0.0197832783063253,0.0017999807993571
2000,4,1,-0.0355896711349487,-0.0751270055770874,-0.0941645622253418
2000,4,2,-0.0401895523071289,-0.0697770833969116,-0.07862708568573
2000,4,3,-0.0285019874572754,-0.0514020681381226,-0.0574895143508911
2000,4,4,-0.0533770322799683,-0.0489145278930664,-0.0188770771026611
2000,4,5,-0.0401770353317261,-0.0744395017623901,-0.0755769968032837
2000,4,6,-0.0467895984649658,-0.0716769695281982,-0.074452018737793
2000,5,1,-0.0422145128250122,-0.0545395612716675,-0.051602029800415
2000,5,2,-0.0339020252227783,-0.0777770042419434,-0.097639536857605
2000,5,3,-0.0323769569396973,-0.0600770711898804,-0.0589771032333374
2000,5,4,0.000647997856140137,-0.0301645278930664,-0.0648894548416138
2000,5,5,-0.0424269676208496,-0.0479021310806274,-0.0284396171569824
2000,5,6,-0.051210363705953,-0.0703249375025431,-0.0610124071439107
2000,6,1,-0.0494394779205322,-0.0493645191192627,-0.0187520742416382
2000,6,2,-0.0450019836425781,-0.0568395853042603,-0.0403645038604736
2000,6,3,0.0025728702545166,-0.00500204563140869,-0.0198021411895752
2000,6,4,-0.0235769987106323,-0.0408520221710205,-0.0477644920349121
2000,6,5,-0.0611146450042725,-0.0933895349502563,-0.0592019557952881
2000,6,6,-0.0301644086837769,-0.0409895420074463,-0.0233645439147949
2000,7,1,-0.0348145246505737,-0.03540198802948,-0.02380211353302
2000,7,2,0.00099794864654541,-0.0227644920349121,-0.0521270513534546
2000,7,3,-0.0484020471572876,-0.0867520809173584,-0.104452109336853
2000,7,4,-0.0120520353317261,-0.0520145654678345,-0.0786895990371704
2000,7,5,-0.0426894903182983,-0.0497644186019897,-0.0295145511627197
2000,7,6,-0.0169083873430888,-0.00564789772033691,0.00798755884170532
2000,8,1,-0.0283771753311157,-0.0539018869400024,-0.0625645637512207
2000,8,2,-0.023952054977417,-0.0131769895553589,0.0018979549407959
2000,8,3,-0.028551983833313,-0.0317270517349243,-0.0210020780563355
2000,8,4,-0.0304895877838135,-0.0299770593643188,-0.0179145574569702
2000,8,5,0.00187296867370605,-0.0212520837783813,-0.0452895879745483
2000,8,6,0.0276438395182292,0.00902922948201497,-0.0315540631612142
2000,9,1,-0.0154270648956299,-0.0274644136428833,-0.0450770378112793
2000,9,2,0.0139480113983154,-0.0387771129608154,-0.0906021118164062
2000,9,3,0.0286103963851929,0.0338479280471802,0.0162229061126709
2000,9,4,-0.0344896078109741,-0.0317644834518433,-0.0267395734786987
2000,9,5,-0.0395770072937012,-0.0611894607543945,-0.0495269775390625
2000,9,6,-0.0341269731521606,-0.0589771270751953,-0.0565394163131714
2000,10,1,-0.0148645639419556,-0.0176269292831421,-0.0191020011901855
2000,10,2,-0.0281145572662354,-0.0295019865036011,-0.0188645601272583
2000,10,3,0.0330978870391846,-0.0474769115447998,-0.128164458274841
2000,10,4,0.00684792995452881,-0.0600394725799561,-0.104501962661743
2000,10,5,-0.0241395711898804,-0.034889554977417,-0.0185894966125488
2000,10,6,-0.00879363218943278,0.00082087516784668,-0.00960612297058105
2000,11,1,0.0133981227874756,0.025935435295105,0.028810453414917
2000,11,2,-0.0046396017074585,-0.00910208225250244,-0.00645201206207275
2000,11,3,0.00679802894592285,0.00981044769287109,0.0107103586196899
2000,11,4,-0.00788967609405518,-0.0132646083831787,-0.025426983833313
2000,11,5,-0.0250770092010498,-0.0255645513534546,-0.0147770643234253
2000,11,6,-0.042902135848999,-0.0529520511627197,-0.0469770193099976
2000,12,1,-0.00882706642150879,0.00318543910980225,0.00859794616699219
