year,month,hou,1000hPa_omega,925hPa_omega,850hPa_omega
2000,1,1,-0.0341894865036011,-0.0467020988464355,-0.0456896066665649
2000,1,2,-0.0159019708633423,-0.0465145826339722,-0.0723145484924316
2000,1,3,-0.0292645931243896,-0.058889627456665,-0.0954645156860352
2000,1,4,0.00697295665740967,0.0326354503631592,0.0415479421615601
2000,1,5,0.0143605709075928,-0.00590200424194336,-0.0537395477294922
2000,1,6,0.0144667029380798,0.0388208230336507,0.0281959176063538
2000,2,1,-0.0015146017074585,0.0192854642868042,0.00486035346984863
2000,2,2,-0.00576460361480713,0.000560474395751953,-0.00607712268829346
2000,2,3,-0.0109644889831543,-0.0126270294189453,-0.0203770160675049
2000,2,4,-0.0299270629882812,-0.0415520906448364,-0.0760270118713379
2000,2,5,0.000247931480407715,-0.0138520479202271,-0.0585395812988281
2000,2,6,0.0271230041980743,0.0652324557304382,0.045607328414917
2000,3,1,-0.00182693004608154,-0.00685200691223145,-0.0344395875930786
2000,3,2,0.0151354312896729,0.000722932815551758,-0.0319895267486572
2000,3,3,-0.00498957633972168,-0.025914454460144,-0.0619769811630249
2000,3,4,0.0139604806900024,-0.00511455535888672,-0.0349019527435303
2000,3,5,-0.00297696590423584,-0.0148895263671875,-0.026751971244812
2000,3,6,-0.00122084220250448,0.0121645927429199,0.0339771707852682
2000,4,1,-0.0135645627975464,-0.0429395914077759,-0.0760770797729492
2000,4,2,0.0149855375289917,0.00548553466796875,-0.0297770261764526
2000,4,3,-0.0127645492553711,-0.0150144815444946,-0.0268269777297974
2000,4,4,-0.016627025604248,-0.0198144912719727,-0.0236770153045654
2000,4,5,-0.0197770118713379,-0.0349770545959473,-0.0758646011352539
2000,4,6,-0.0132519721984863,-0.0332520484924316,-0.0661019802093506
2000,5,1,-0.00678954124450684,-0.00935194492340088,-0.0194770097732544
2000,5,2,-0.0136521100997925,-0.028514552116394,-0.0458520412445068
2000,5,3,-0.00810198783874512,-0.00602717399597168,0.000260519981384277
2000,5,4,-0.00330183506011963,0.000260448455810547,-0.00892703533172607
2000,5,5,0.00931036472320557,0.00216045379638672,-0.0142895221710205
2000,5,6,-0.0191166400909424,-0.0406583150227865,-0.0700748960177104
2000,6,1,-0.0175270318984985,-0.00686452388763428,0.00356049537658691
2000,6,2,-0.0262144565582275,-0.0457894802093506,-0.089114499092102
2000,6,3,0.0141354322433472,0.0122355699539185,-0.0105145454406738
2000,6,4,-0.0152768850326538,-0.0346144437789917,-0.0519145250320435
2000,6,5,-0.0302520036697388,-0.0167895317077637,0.00789794921875
2000,6,6,0.000260424613952637,0.0234229564666748,0.0534854412078857
2000,7,1,0.0140980243682861,0.0171604633331299,0.00153546333312988
2000,7,2,-0.00180203914642334,-0.00512702465057373,-0.024476957321167
2000,7,3,0.00542299747467041,0.0223979949951172,0.0456104755401611
2000,7,4,-0.0180519580841064,-0.0348646402359009,-0.0447396278381348
2000,7,5,-0.00788948535919189,0.00951054096221924,0.0208605766296387
2000,7,6,-0.00613749027252197,-0.0162103374799093,-0.0260959466298421
2000,8,1,0.00769784450531006,-0.0106395959854126,-0.0356520652770996
